datetime,symbol,direction,offset,price,volume,pnl
2025-10-10 17:00:00+00:00,btcusdt,多,开,118150.0,0.06771054,0
2025-10-10 18:00:00+00:00,btcusdt,空,平,117590.8,0.06771054,0
2025-10-10 19:00:00+00:00,btcusdt,多,开,117178.5,0.06827191,0
2025-10-10 20:00:00+00:00,btcusdt,空,平,116605.3,0.06827191,0
2025-10-10 21:00:00+00:00,btcusdt,多,开,114198.0,0.07005377,0
2025-10-10 22:00:00+00:00,btcusdt,空,平,113253.6,0.07005377,0
2025-10-10 23:00:00+00:00,btcusdt,空,开,113606.3,0.07041863,0
2025-10-11 03:00:00+00:00,btcusdt,多,平,113175.3,0.07041863,0
2025-10-11 04:00:00+00:00,btcusdt,空,开,112261.9,0.07126193,0
2025-10-11 10:00:00+00:00,btcusdt,多,平,111576.8,0.07126193,0
2025-10-11 21:00:00+00:00,btcusdt,多,开,110184.8,0.0726053,0
2025-10-12 01:00:00+00:00,btcusdt,空,平,109600.7,0.0726053,0
2025-10-12 21:00:00+00:00,btcusdt,空,开,114864.5,0.06964728,0
2025-10-12 23:00:00+00:00,btcusdt,多,平,115160.7,0.06964728,0
2025-10-14 07:00:00+00:00,btcusdt,多,开,111933.4,0.07147101,0
2025-10-14 10:00:00+00:00,btcusdt,空,平,111237.4,0.07147101,0
2025-10-15 16:00:00+00:00,btcusdt,多,开,110757.4,0.07222987,0
2025-10-15 22:00:00+00:00,btcusdt,空,平,110795.9,0.07222987,0
2025-10-16 16:00:00+00:00,btcusdt,多,开,108473.9,0.07375039,0
2025-10-16 18:00:00+00:00,btcusdt,空,平,108220.5,0.07375039,0
2025-10-17 08:00:00+00:00,btcusdt,多,开,105578.3,0.07577315,0
2025-10-17 09:00:00+00:00,btcusdt,空,平,104845.2,0.07577315,0
2025-10-17 10:00:00+00:00,btcusdt,多,开,104487.5,0.07656418,0
2025-10-17 12:00:00+00:00,btcusdt,空,平,105610.5,0.07656418,0
2025-10-19 18:00:00+00:00,btcusdt,空,开,109036.3,0.07337006,0
2025-10-19 23:00:00+00:00,btcusdt,多,平,109088.8,0.07337006,0
2025-10-20 05:00:00+00:00,btcusdt,空,开,110369.3,0.07248392,0
2025-10-20 06:00:00+00:00,btcusdt,多,平,110973.6,0.07248392,0
2025-10-20 07:00:00+00:00,btcusdt,空,开,111232.1,0.07192168,0
2025-10-20 14:00:00+00:00,btcusdt,多,平,111098.3,0.07192168,0
2025-10-21 05:00:00+00:00,btcusdt,多,开,107743.4,0.07425049,0
2025-10-21 09:00:00+00:00,btcusdt,空,平,107649.7,0.07425049,0
2025-10-21 16:00:00+00:00,btcusdt,空,开,113355.2,0.07057462,0
2025-10-21 23:00:00+00:00,btcusdt,多,平,109008.0,0.07057462,0
2025-10-23 18:00:00+00:00,btcusdt,空,开,111175.6,0.07195849,0
2025-10-23 23:00:00+00:00,btcusdt,多,平,109890.0,0.07195849,0
2025-10-26 10:00:00+00:00,btcusdt,空,开,112478.0,0.07112508,0
2025-10-26 11:00:00+00:00,btcusdt,多,平,112425.2,0.07112508,0
2025-10-26 12:00:00+00:00,btcusdt,空,开,113235.2,0.07064941,0
2025-10-26 13:00:00+00:00,btcusdt,多,平,113530.7,0.07064941,0
2025-10-26 14:00:00+00:00,btcusdt,空,开,113669.4,0.07037954,0
2025-10-26 20:00:00+00:00,btcusdt,多,平,113546.2,0.07037954,0
2025-10-27 07:00:00+00:00,btcusdt,空,开,116008.9,0.06896029,0
2025-10-27 11:00:00+00:00,btcusdt,多,平,115411.8,0.06896029,0
2025-10-29 17:00:00+00:00,btcusdt,多,开,111060.0,0.07203314,0
2025-10-29 19:00:00+00:00,btcusdt,空,平,110743.0,0.07203314,0
2025-10-30 05:00:00+00:00,btcusdt,多,开,108503.7,0.0737302,0
2025-10-30 09:00:00+00:00,btcusdt,空,平,110649.6,0.0737302,0
2025-11-03 04:00:00+00:00,btcusdt,多,开,107886.0,0.07415235,0
2025-11-03 06:00:00+00:00,btcusdt,空,平,107556.9,0.07415235,0
2025-11-03 07:00:00+00:00,btcusdt,多,开,107452.8,0.07445129,0
2025-11-03 10:00:00+00:00,btcusdt,空,平,107173.1,0.07445129,0
2025-11-03 16:00:00+00:00,btcusdt,多,开,105718.8,0.07567244,0
2025-11-03 19:00:00+00:00,btcusdt,空,平,106905.9,0.07567244,0
2025-11-04 06:00:00+00:00,btcusdt,多,开,104164.3,0.07680174,0
2025-11-04 08:00:00+00:00,btcusdt,空,平,104442.9,0.07680174,0
2025-11-04 18:00:00+00:00,btcusdt,多,开,101074.8,0.0791493,0
2025-11-04 20:00:00+00:00,btcusdt,空,平,100507.0,0.0791493,0
2025-11-07 13:00:00+00:00,btcusdt,多,开,99608.9,0.08031411,0
2025-11-08 00:00:00+00:00,btcusdt,空,平,103305.3,0.08031411,0
2025-11-09 16:00:00+00:00,btcusdt,空,开,103715.8,0.07713386,0
2025-11-09 17:00:00+00:00,btcusdt,多,平,103814.8,0.07713386,0
2025-11-09 19:00:00+00:00,btcusdt,空,开,104479.8,0.07656982,0
2025-11-09 20:00:00+00:00,btcusdt,多,平,104764.1,0.07656982,0
2025-11-10 01:00:00+00:00,btcusdt,空,开,106268.0,0.07528136,0
2025-11-10 05:00:00+00:00,btcusdt,多,平,106115.9,0.07528136,0
2025-11-12 17:00:00+00:00,btcusdt,多,开,101393.1,0.07890083,0
2025-11-12 19:00:00+00:00,btcusdt,空,平,101493.6,0.07890083,0
2025-11-13 18:00:00+00:00,btcusdt,多,开,99601.4,0.08032016,0
2025-11-13 19:00:00+00:00,btcusdt,空,平,98539.7,0.08032016,0
2025-11-13 20:00:00+00:00,btcusdt,多,开,98643.1,0.08110045,0
2025-11-13 21:00:00+00:00,btcusdt,空,平,98132.1,0.08110045,0
2025-11-14 13:00:00+00:00,btcusdt,多,开,95327.0,0.08392166,0
2025-11-14 18:00:00+00:00,btcusdt,空,平,95813.8,0.08392166,0
2025-11-17 20:00:00+00:00,btcusdt,多,开,91656.2,0.08728269,0
2025-11-18 03:00:00+00:00,btcusdt,空,平,90837.6,0.08728269,0
2025-11-20 17:00:00+00:00,btcusdt,多,开,87855.5,0.09105861,0
2025-11-20 18:00:00+00:00,btcusdt,空,平,87186.1,0.09105861,0
2025-11-20 19:00:00+00:00,btcusdt,多,开,86445.7,0.09254364,0
2025-11-21 00:00:00+00:00,btcusdt,空,平,86601.4,0.09254364,0
2025-11-21 10:00:00+00:00,btcusdt,多,开,82188.7,0.09733698,0
2025-11-21 12:00:00+00:00,btcusdt,空,平,82279.2,0.09733698,0
2025-11-21 13:00:00+00:00,btcusdt,空,开,83240.1,0.09610753,0
2025-11-21 15:00:00+00:00,btcusdt,多,平,84801.0,0.09610753,0
2025-11-23 22:00:00+00:00,btcusdt,空,开,87945.0,0.09096594,0
2025-11-24 01:00:00+00:00,btcusdt,多,平,86701.7,0.09096594,0
2025-11-26 19:00:00+00:00,btcusdt,空,开,90103.5,0.08878688,0
2025-11-26 22:00:00+00:00,btcusdt,多,平,90142.8,0.08878688,0
2025-12-01 01:00:00+00:00,btcusdt,多,开,86970.6,0.091985,0
2025-12-01 02:00:00+00:00,btcusdt,空,平,87134.0,0.091985,0
2025-12-01 03:00:00+00:00,btcusdt,多,开,86685.6,0.09228753,0
2025-12-01 05:00:00+00:00,btcusdt,空,平,85767.7,0.09228753,0
2025-12-02 16:00:00+00:00,btcusdt,空,开,90809.2,0.0880968,0
2025-12-02 18:00:00+00:00,btcusdt,多,平,91417.5,0.0880968,0
2025-12-02 19:00:00+00:00,btcusdt,空,开,91905.0,0.08704641,0
2025-12-02 22:00:00+00:00,btcusdt,多,平,91500.2,0.08704641,0
2025-12-05 14:00:00+00:00,btcusdt,多,开,90433.6,0.0884627,0
2025-12-05 16:00:00+00:00,btcusdt,空,平,90414.0,0.0884627,0
2025-12-05 17:00:00+00:00,btcusdt,多,开,88757.5,0.09013323,0
2025-12-05 19:00:00+00:00,btcusdt,空,平,88895.0,0.09013323,0
2025-12-09 16:00:00+00:00,btcusdt,空,开,92676.9,0.0863214,0
2025-12-09 17:00:00+00:00,btcusdt,多,平,94146.8,0.0863214,0
2025-12-09 18:00:00+00:00,btcusdt,空,开,93884.5,0.08521108,0
2025-12-09 23:00:00+00:00,btcusdt,多,平,92832.0,0.08521108,0
2025-12-14 12:00:00+00:00,btcusdt,多,开,89308.2,0.08957744,0
