trade_id,symbol,signal_type,entry_price,exit_price,size,pnl,pnl_pct,slippage,entry_seq,exit_seq,strategy,regime,ev_score,confidence,equity_after
bt_79,BTCUSDT,long,69300.0,69633.82975488517,0.011642183445513642,3.8865072459439993,0.038865072459439994,0.004817168180161179,425,427,momentum,MIXED,1.8229980179998941,0.8549999999999999,10307.739885415078
bt_80,BTCUSDT,long,68924.3,69120.62320799043,0.010432574840478458,2.0481565602829424,0.020481565602829422,0.0028483888554606497,428,430,momentum,MIXED,1.6886709164913758,0.8549999999999999,10309.78804197536
bt_81,BTCUSDT,long,71070.1,71352.6344427114,0.016319818808784955,4.610910912290897,0.04610910912290897,0.003975433307556745,453,455,momentum,MIXED,2.397639723828557,0.8549999999999999,10314.398952887652
bt_82,BTCUSDT,long,71177.7,71496.22047683672,0.01630243576569432,5.192659613689047,0.05192659613689047,0.004475003784004341,458,460,momentum,MIXED,2.4032943267961104,0.8549999999999999,10319.591612501341
bt_83,BTCUSDT,long,71472.6,71833.41360091706,0.016243344392206253,5.860819581087802,0.058608195810878026,0.005048278653876531,461,463,momentum,MIXED,2.413210708875449,0.8549999999999999,10325.45243208243
bt_84,BTCUSDT,long,69105.7,69422.72763440305,0.016809227004563637,5.328989473400797,0.05328989473400797,0.004587575762969729,491,493,momentum,MIXED,2.4278804742755518,0.8549999999999999,10330.78142155583
bt_85,BTCUSDT,long,69109.7,69652.20136591067,0.01681692888154674,9.123206888661823,0.09123206888661822,0.007849858499033814,494,496,momentum,MIXED,2.4382745575801725,0.8549999999999999,10339.904628444492
bt_86,BTCUSDT,long,69211.0,69450.49073079332,0.014356195131738013,3.4381756635113994,0.034381756635113996,0.003460298663410689,497,499,momentum,MIXED,2.1755074435464117,0.8549999999999999,10343.342804108004
bt_87,BTCUSDT,long,68556.9,68733.25538731924,0.014345440935548204,2.5298957924539294,0.025298957924539293,0.002572394424474315,500,502,momentum,MIXED,2.154092923958714,0.8549999999999999,10345.872699900458
bt_88,BTCUSDT,long,70498.8,70733.91915362708,0.017590681081007864,4.1359060474904235,0.04135906047490423,0.00333508022302618,509,511,momentum,MIXED,2.602113860814883,0.8549999999999999,10350.008605947947
bt_89,BTCUSDT,long,70243.4,70453.43169123791,0.015820882435145674,3.322886694729953,0.033228866947299526,0.002990055880522872,513,515,momentum,MIXED,2.3672558609535477,0.8549999999999999,10353.331492642677
bt_90,BTCUSDT,long,70402.0,70690.6551421254,0.015407197823513307,4.447366877500342,0.044473668775003423,0.004100098606934421,517,519,momentum,MIXED,2.3151508905694103,0.8549999999999999,10357.778859520178
bt_91,BTCUSDT,long,70379.9,70776.0542660006,0.01655657540996819,6.558957979019678,0.06558957979019678,0.00562879836431437,520,522,momentum,MIXED,2.4614972976312455,0.8549999999999999,10364.337817499198
bt_92,BTCUSDT,long,70443.6,70885.67153590603,0.01655207860570243,7.31720281166016,0.0731720281166016,0.006275538670738389,524,526,momentum,MIXED,2.479104537524599,0.8549999999999999,10371.655020310858
bt_93,BTCUSDT,long,70627.1,70977.45440750902,0.016520729150495652,5.7881102731388605,0.0578811027313886,0.004960622870102518,528,530,momentum,MIXED,2.5014402099419253,0.8549999999999999,10377.443130583997
bt_94,BTCUSDT,long,70878.4,71185.33416094263,0.0164713417937016,5.0556174730491374,0.05055617473049138,0.004330432980183437,532,534,momentum,MIXED,2.5130990260213273,0.8549999999999999,10382.498748057047
bt_95,BTCUSDT,long,70912.70000000001,71143.92647806417,0.016471395238884114,3.8086227098898853,0.03808622709889885,0.003260720266809136,535,537,momentum,MIXED,2.5196772291197242,0.8549999999999999,10386.307370766937
bt_96,BTCUSDT,long,70938.9,71214.96012770303,0.01647135181418489,4.547083485265521,0.04547083485265521,0.0038915197120766806,538,540,momentum,MIXED,2.5179766111414126,0.8549999999999999,10390.854454252203
bt_97,BTCUSDT,long,70506.7,70730.54454556992,0.01260246254259546,2.820992500909291,0.02820992500909291,0.003174798218749788,541,543,momentum,MIXED,2.028152878117738,0.8549999999999999,10393.675446753112
bt_98,BTCUSDT,long,70782.1,71156.09103909807,0.016519550673965946,6.178163921989678,0.06178163921989678,0.005283695158776948,545,547,momentum,MIXED,2.513087537311706,0.8549999999999999,10399.853610675102
bt_99,BTCUSDT,long,70683.9,70942.5714220789,0.01567963839603129,4.055874361584335,0.04055874361584335,0.003659552204659052,548,550,momentum,MIXED,2.4133246700139668,0.8549999999999999,10403.909485036686
bt_100,BTCUSDT,long,69091.9,69439.13130479114,0.0169403333396046,5.882214049107836,0.05882214049107836,0.005025644175238267,581,583,momentum,TRENDING,2.8868915773812907,0.87875,10409.791699085794
bt_101,BTCUSDT,long,74370.0,74854.98483623716,0.012728791486549478,6.1732708546011015,0.06173270854601101,0.006521242923721337,3612,3614,momentum,TRENDING,2.4418589679981944,0.87875,10415.964969940394
bt_102,BTCUSDT,long,74300.0,74838.8719041499,0.014262099351246551,7.685444634581267,0.07685444634581268,0.007252650123148034,3615,3617,momentum,TRENDING,2.679584046745692,0.87875,10423.650414574975
bt_103,BTCUSDT,long,74231.5,74947.57647301149,0.0195752630454367,14.017385319848465,0.14017385319848463,0.009646531095444518,3618,3620,momentum,TRENDING,3.5737749108387686,0.87875,10437.667799894823
bt_104,BTCUSDT,long,74480.0,74922.17743819904,0.02102108176670547,9.295048083774372,0.09295048083774372,0.005936861415132114,3621,3623,momentum,TRENDING,3.929386795171982,0.87875,10446.962847978597
bt_105,BTCUSDT,long,74449.1,74995.51998386341,0.021048534195803433,11.501339715619315,0.11501339715619315,0.007339510939197499,3624,3626,momentum,TRENDING,3.9742657151942833,0.87875,10458.464187694217
bt_106,BTCUSDT,long,74414.6,75211.06826002031,0.021081476325265906,16.790726767443868,0.1679072676744387,0.010703118205571334,3627,3629,momentum,TRENDING,4.037726177306222,0.87875,10475.25491446166
bt_107,BTCUSDT,long,74396.0,75433.75729823245,0.021120601069536653,21.918057902967732,0.2191805790296773,0.013949100734346593,3630,3632,momentum,TRENDING,4.146146659217347,0.87875,10497.172972364628
bt_108,BTCUSDT,long,74219.9,74849.37996272156,0.01923149114928432,12.105838331731675,0.12105838331731675,0.008481282819318928,3633,3635,momentum,TRENDING,3.9038476110511495,0.87875,10509.27881069636
bt_109,BTCUSDT,long,74189.3,74665.52651268552,0.015593732185494634,7.426148698450062,0.07426148698450062,0.006419072732665222,3636,3638,momentum,TRENDING,3.2757601454359393,0.87875,10516.70495939481
bt_110,BTCUSDT,long,74139.6,74627.41142566595,0.010303159586639672,5.025998966822462,0.05025998966822462,0.006579633902340266,3639,3641,momentum,TRENDING,2.4114088423058098,0.87875,10521.730958361633
bt_111,BTCUSDT,long,74244.0,74609.0424641555,0.00955148940186237,3.4866992276109827,0.03486699227610983,0.0049167941403413075,3642,3644,momentum,TRENDING,2.300313808997481,0.87875,10525.217657589244
bt_112,BTCUSDT,long,74039.2,74474.38891168743,0.01118114268881707,4.865909318168246,0.048659093181682454,0.0058778175842990905,3658,3660,momentum,TRENDING,2.539182917059413,0.87875,10530.083566907413
bt_113,BTCUSDT,long,74122.6,74560.84593428348,0.010502602360600188,4.602722783929083,0.046027227839290835,0.005912446868883137,3661,3663,momentum,TRENDING,2.435730846383971,0.87875,10534.686289691343
bt_114,BTCUSDT,long,74113.4,74718.92416809661,0.015115227453529539,9.15263552938957,0.0915263552938957,0.008170238689583985,3664,3666,momentum,TRENDING,3.1928728115832943,0.87875,10543.838925220733
bt_115,BTCUSDT,long,74204.0,74744.04767899105,0.01586318913632575,8.5668784744687,0.085668784744687,0.007277878267897233,3667,3669,momentum,TRENDING,3.353860505251815,0.87875,10552.405803695201
bt_116,BTCUSDT,long,74136.0,74618.5695752624,0.010749141282276607,5.187208543023768,0.051872085430237684,0.006509247535103074,3670,3672,momentum,MIXED,2.1942899271094887,0.8549999999999999,10557.593012238225
bt_117,BTCUSDT,long,74204.9,74924.46788119998,0.017645979257048833,12.697479905693468,0.1269747990569347,0.009697039969058411,3673,3675,momentum,MIXED,3.2449594000646145,0.8549999999999999,10570.290492143919
bt_118,BTCUSDT,long,74135.1,75608.038113775,0.01901846788272715,28.013026210074315,0.28013026210074315,0.01986829604026956,3677,3679,momentum,MIXED,3.519664301397281,0.8549999999999999,10598.303518353992
bt_119,BTCUSDT,long,70413.5,70630.9228959865,0.014680438418985678,3.1918634354073343,0.03191863435407334,0.0030878012879135323,3727,3729,momentum,MIXED,2.792002281654418,0.8549999999999999,10601.4953817894
bt_120,BTCUSDT,long,70382.1,70709.27796463475,0.01226152389105406,4.011700429995332,0.04011700429995332,0.00464859622879599,3730,3732,momentum,MIXED,2.4315909805902383,0.8549999999999999,10605.507082219396
bt_121,BTCUSDT,long,70369.5,70777.6665217898,0.009841584810172058,4.01700544086723,0.0401700544086723,0.005800332840076981,3733,3735,momentum,MIXED,2.10058690520542,0.8549999999999999,10609.524087660262
bt_122,BTCUSDT,long,70189.9,70538.73511649271,0.012999051894507873,4.534525781915506,0.045345257819155056,0.0049698762427744635,3736,3738,momentum,MIXED,2.5207466506029195,0.8549999999999999,10614.058613442177
bt_123,BTCUSDT,long,70102.0,70587.28225094643,0.01600429913995901,7.7666023114593425,0.07766602311459343,0.0069225164894929,3739,3741,momentum,MIXED,2.9578894049837063,0.8549999999999999,10621.825215753637
bt_124,BTCUSDT,long,69993.4,70243.17784905386,0.010503531920159057,2.6235496104859117,0.026235496104859115,0.0035685914536779492,3742,3744,momentum,MIXED,2.1819884760250536,0.8549999999999999,10624.448765364123
