trade_id,symbol,signal_type,entry_price,exit_price,quantity,pnl,pnl_pct,fees,exit_reason,entry_seq,exit_seq,strategy,regime,bars_held,atr_at_entry,stop_loss,take_profit,equity_after
bt_pos_113,BTCUSDT,long,105931.20000000001,106544.18333333335,0.004660313991210126,99.5882373642246,1.0086565718945677,0.3960808006944273,take_profit,3299,3303,volatility_breakout,MIXED,4,245.1933333333349,105563.41,106544.18333333335,9972.942572147094
bt_pos_114,BTCUSDT,long,106236.0,105870.0,0.004693767918665563,-60.52539757336845,-0.6069021494462092,0.39823053526259117,stop_loss,3310,3312,momentum,MIXED,2,244.0,105870.0,106846.0,9912.317445148004
bt_pos_115,BTCUSDT,long,105878.20000000001,106467.65000000001,0.004681000170548803,96.1749478845231,0.9702666422441589,0.3975963840261323,take_profit,3313,3316,volatility_breakout,MIXED,3,235.77999999999787,105524.53000000001,106467.65000000001,10008.393269858076
bt_pos_116,BTCUSDT,long,105638.7,105750.3,0.004737086536400995,18.102512816845945,0.18087512506431602,0.400547194337308,time_exit,3334,3342,momentum,MIXED,8,493.699999999999,104898.15,106872.95,10026.395698742223
bt_pos_117,BTCUSDT,long,106135.80000000002,105630.72000000002,0.00472338065890219,-83.89908016584984,-0.8367904248539327,0.40010155390840957,stop_loss,3357,3361,volatility_breakout,MIXED,4,336.72000000000213,105630.72000000002,106977.60000000002,9942.396354619386
bt_pos_118,BTCUSDT,long,104952.30000000002,104975.7,0.004736626236213682,3.4815566984492823,0.035017629454561286,0.3977401890063464,time_exit,3386,3394,volatility_breakout,MIXED,8,322.49999999999903,104468.55000000002,105758.55000000002,9945.77848735429
bt_pos_119,BTCUSDT,long,105287.20000000001,105250.2,0.004723166010376517,-6.514261220077214,-0.06549840589777449,0.397761236637218,time_exit,3397,3405,momentum,MIXED,8,287.60666666666606,104855.79000000001,106006.21666666667,9939.164768349337
bt_pos_120,BTCUSDT,long,105250.20000000001,104869.76000000001,0.004721684504328418,-63.267965912607835,-0.6365585043933351,0.3968480636728428,stop_loss,3405,3410,volatility_breakout,MIXED,5,253.62666666666627,104869.76000000001,105884.26666666668,9875.797410789046
bt_pos_121,BTCUSDT,long,103124.80000000002,103296.1,0.004788274697642586,28.31274096070033,0.2866910175780846,0.3953599890138443,time_exit,3462,3470,volatility_breakout,MIXED,8,307.8866666666659,102662.97000000002,103894.51666666668,9904.011393775638
bt_pos_122,BTCUSDT,long,103380.20000000001,103096.64000000001,0.00479009103956833,-47.935354675764415,-0.48400422948050054,0.3956171444649536,stop_loss,3485,3487,volatility_breakout,MIXED,2,189.03999999999942,103096.64000000001,103852.80000000002,9855.976998985936
bt_pos_123,BTCUSDT,long,104685.70000000001,104922.1,0.004707413237426857,38.55445291351369,0.39118230963673256,0.3946842129551686,time_exit,3497,3505,volatility_breakout,MIXED,8,321.04000000000036,104204.14000000001,105488.30000000002,9894.43289212946
bt_pos_124,BTCUSDT,long,104993.80000000002,104565.09000000001,0.004711912937777973,-71.09651614242583,-0.718557878857831,0.3949692980069565,stop_loss,3511,3514,volatility_breakout,MIXED,3,285.80666666666804,104565.09000000001,105708.31666666668,9823.237431658112
bt_pos_125,BTCUSDT,long,101750.70000000001,101506.2,0.0048271104924379445,-41.70045544490033,-0.42451251681275887,0.3924574058601641,time_exit,3542,3550,volatility_breakout,MIXED,8,347.01333333333315,101230.18000000001,102618.23333333334,9781.438743838895
bt_pos_126,BTCUSDT,long,102951.20000000001,103100.0,0.0047505219676113025,24.349178106496662,0.24893496998128023,0.39154030082106805,time_exit,3595,3603,volatility_breakout,MIXED,8,406.8933333333329,102340.86000000002,103968.43333333335,9805.690107557954
bt_pos_127,BTCUSDT,short,99262.6,97984.46666666667,0.004939267210186895,220.56676983783012,2.2493977793319915,0.3897023874768861,take_profit,3661,3666,momentum,MIXED,5,511.2533333333345,100029.48000000001,97984.46666666667,10026.158820494707
bt_pos_128,BTCUSDT,short,96312.9,95319.3,0.005204992695939333,180.60984831346195,1.8014042831718733,0.39897768052271426,time_exit,3718,3726,momentum,MIXED,8,660.3400000000004,97303.40999999999,94662.04999999999,10206.668407219964
bt_pos_129,BTCUSDT,long,95335.1,95844.7,0.005353048566173405,95.06761632455868,0.9314358340766656,0.40935790170852737,time_exit,3745,3753,momentum,MIXED,8,567.7000000000029,94483.55,96754.35,10301.63395686045
bt_pos_130,BTCUSDT,long,95765.70000000001,96042.7,0.005378561403958019,51.73249150849228,0.502182557206167,0.4126613028779766,time_exit,3790,3798,volatility_breakout,MIXED,8,261.7533333333345,95373.07,96420.08333333334,10353.263432029375
bt_pos_131,BTCUSDT,long,95967.70000000001,95588.62000000001,0.00539413960740404,-71.98167809621988,-0.6952628839474009,0.4133126131042252,stop_loss,3823,3826,volatility_breakout,MIXED,3,252.71999999999923,95588.62000000001,96599.50000000001,10281.178221298835
bt_pos_132,BTCUSDT,short,95642.80000000002,96111.48000000001,0.005374778980382649,-88.57905418781655,-0.8615738204373429,0.4122547494169638,stop_loss,3858,3861,momentum,MIXED,3,312.4533333333316,96111.48000000001,94861.66666666669,10192.496355328805
bt_pos_133,BTCUSDT,long,95908.70000000001,95884.8,0.005313645349863362,-4.8525133909259335,-0.04760916018388468,0.40764905576360755,time_exit,3862,3870,volatility_breakout,MIXED,8,240.39999999999904,95548.1,96509.70000000001,10187.541916974325
bt_pos_134,BTCUSDT,long,96064.80000000002,96520.78333333335,0.005302432273306312,84.21525719150061,0.8266576966144755,0.40846880497607563,take_profit,3871,3879,volatility_breakout,MIXED,8,182.39333333333488,95791.21000000002,96520.78333333335,10271.655298746657
bt_pos_135,BTCUSDT,long,96412.70000000001,96087.93000000001,0.00532692025985511,-60.96101045015355,-0.5934936316816699,0.4101742023927491,stop_loss,3883,3884,volatility_breakout,MIXED,1,216.51333333333412,96087.93000000001,96953.98333333335,10210.591571743516
bt_pos_136,BTCUSDT,short,95909.5,95722.8,0.005323034512610073,34.37534288399765,0.3366669443129455,0.40802613865233894,time_exit,3884,3892,momentum,MIXED,8,236.04666666666745,96263.57,95319.38333333333,10244.864808711796
bt_pos_137,BTCUSDT,long,95577.30000000002,95607.6,0.005359465484331424,5.27385359706115,0.05147853519394229,0.40985954907014205,time_exit,3971,3979,volatility_breakout,MIXED,8,276.7599999999996,95162.16000000002,96269.20000000001,10250.036213660771
bt_pos_138,BTCUSDT,long,95675.70000000001,95297.33000000002,0.005356655981435605,-71.34711805872874,-0.6960739459823082,0.40919072937695256,stop_loss,3981,3984,volatility_breakout,MIXED,3,252.2466666666655,95297.33000000002,96306.31666666668,10178.586595239905
bt_pos_139,BTCUSDT,short,91067.9,91585.65999999999,0.005588460146352286,-101.68014024439631,-0.9989712825503578,0.40830085625974644,stop_loss,4080,4082,momentum,MIXED,2,345.17333333333374,91585.65999999999,90204.96666666666,10076.804669129557
bt_pos_140,BTCUSDT,short,91315.9,92004.04999999999,0.005517552074244221,-133.29621204433866,-1.3228156086834542,0.40459094814913876,stop_loss,4091,4092,momentum,MIXED,1,458.7666666666657,92004.04999999999,90168.98333333334,9943.407689038526
bt_pos_141,BTCUSDT,short,91312.0,91600.0,0.005444743127430418,-55.28137426646843,-0.5559656087186419,0.39836354196982104,time_exit,4164,4172,momentum,MIXED,8,382.90666666666607,91886.36,90354.73333333334,9888.026880695168
bt_pos_142,BTCUSDT,long,92581.70000000001,92139.26000000001,0.005340162732319221,-83.0891319696446,-0.8403088287663689,0.39457599458809184,stop_loss,4247,4250,volatility_breakout,MIXED,3,294.95999999999964,92139.26000000001,93319.1,9804.838868456718
