trade_id,symbol,signal_type,entry_price,exit_price,quantity,pnl,pnl_pct,fees,exit_reason,entry_seq,exit_seq,strategy,regime,bars_held,atr_at_entry,stop_loss,take_profit,equity_after
bt_pos_1,BTCUSDT,short,71029.7,71136.24455,0.007039308908808569,-26.65030000000148,-0.2665056650566654,0.40030000000000004,stop_loss,12,13,momentum,MIXED,1,71.0297,71136.24455,70852.12574999999,9973.249699999998
bt_pos_2,BTCUSDT,long,70514.6,70540.0,0.007071762230800429,5.887794786075875,0.059036460950260994,0.3990018371042649,time_exit,28,36,momentum,MIXED,8,278.58666666666977,70096.72,71211.06666666668,9979.037762289076
bt_pos_3,BTCUSDT,long,70523.70000000001,70221.37000000001,0.007074953357728731,-75.262278624707,-0.754211308222919,0.3983059222321062,stop_loss,45,47,volatility_breakout,MIXED,2,201.55333333333354,70221.37000000001,71027.58333333334,9903.675693286747
bt_pos_4,BTCUSDT,short,68083.0,68359.45999999999,0.007273236853022595,-70.77351844488548,-0.7146258457869535,0.39695133135562455,stop_loss,95,98,momentum,MIXED,3,184.30666666666608,68359.45999999999,67622.23333333334,9832.80313808493
bt_pos_5,BTCUSDT,long,68243.20000000001,68320.1,0.00720423656722203,18.996668992836423,0.19319881314257584,0.39353372784020496,time_exit,99,107,volatility_breakout,MIXED,8,158.99999999999903,68004.70000000001,68640.70000000001,9851.701479046385
bt_pos_6,BTCUSDT,long,67994.80000000002,67841.0,0.007244452133873755,-39.390508217113435,-0.39983856808811485,0.3936223804665795,time_exit,113,121,volatility_breakout,MIXED,8,156.93333333333237,67759.40000000002,68387.13333333335,9812.212453814482
bt_pos_7,BTCUSDT,long,67939.20000000001,68106.0,0.007221318806973353,41.76508889056411,0.4256482087217068,0.3929703045433805,time_exit,134,142,volatility_breakout,MIXED,8,174.1533333333345,67677.97000000002,68374.58333333334,9853.879420580508
bt_pos_8,BTCUSDT,long,67891.30000000002,67666.49000000002,0.007257100262169458,-57.494907437179705,-0.5834806773860083,0.39350258933924503,stop_loss,151,152,volatility_breakout,MIXED,1,149.87333333333373,67666.49000000002,68265.98333333335,9796.285974349123
bt_pos_9,BTCUSDT,long,67892.2,67665.8,0.007214588696749497,-57.55959891886313,-0.5875713987048311,0.3911980858215873,stop_loss,156,162,momentum,MIXED,6,150.93333333333334,67665.8,68269.53333333333,9738.628412570517
bt_pos_10,BTCUSDT,long,67845.70000000001,67622.16,0.007177041737774476,-56.54136024631457,-0.5805943431683616,0.3889033941387958,stop_loss,166,168,momentum,MIXED,2,149.02666666666724,67622.16,68218.26666666668,9681.989666040077
bt_pos_11,BTCUSDT,long,67530.80000000002,67314.63000000002,0.007168573203664161,-54.62372616471625,-0.5641843700684468,0.38665973445382873,stop_loss,171,173,volatility_breakout,MIXED,2,144.11333333333508,67314.63000000002,67891.08333333336,9627.2691199787
bt_pos_12,BTCUSDT,long,67354.4,67077.26,0.007146726212377144,-69.70682809475505,-0.7240633278376764,0.3842985073181488,stop_loss,179,186,momentum,MIXED,7,184.7600000000006,67077.26,67816.29999999999,9557.466019192745
